mZ	mX	mY	s_X	s_Y	s_Z
0.06659516621275158	1.45327513143866	0.23890437923056596	3.4370052580807436e-5	3.4447157659231157e-6	1.7421727548225174
0.06658551527132409	1.4532661897822352	0.23890573037279658	3.4376745352119845e-5	3.4593693266935033e-6	1.7427377517660603
0.06658550646956318	1.4532694476187336	0.23890523573731792	3.437723706368802e-5	3.459587799710604e-6	1.7427375818924358
0.06658277570494457	1.4532764153003455	0.23890410936656908	3.4411302651611034e-5	3.4451755695366507e-6	1.7428039966731985
0.06658403263818606	1.4532718808252574	0.23890485358804286	3.446622984290529e-5	3.3949515649528864e-6	1.7430983016602768
0.06660262919748376	1.45327292930474	0.23890462403660842	3.4511004403224085e-5	3.3345185059514083e-6	1.7439671883524897
0.06658625143584614	1.4532759983726908	0.23890415476832189	3.4494885839107124e-5	3.31492371422971e-6	1.744138113707581
0.0665887584986583	1.453271619216022	0.23890488685156241	3.4501097504242135e-5	3.3162770483894167e-6	1.744406846884543
0.066590007102862	1.4532742244080818	0.23890451746463523	3.450869240131091e-5	3.2812409130890724e-6	1.7440054602275628
0.06659088684525977	1.4532755007129734	0.23890418566076582	3.452505811733826e-5	3.297545292539409e-6	1.7441105596194788
0.06659301290563117	1.453274374928583	0.23890449328869456	3.453183002293299e-5	3.287951772248018e-6	1.7444878639114587
0.06658631465826503	1.4532751505554513	0.23890424902576882	3.452682755829433e-5	3.299107346902942e-6	1.7442441056507882
0.06658986093052714	1.4532738396354237	0.23890447551428243	3.4497804226258646e-5	3.2695256648997067e-6	1.7442209393628891
0.06658946040632839	1.4532743641527643	0.23890439698428914	3.449199996854407e-5	3.25333765524795e-6	1.7440198987960445
0.06658896438284563	1.453274177868264	0.23890447452440752	3.451767127460124e-5	3.2592278854298014e-6	1.7441593783202813
0.06657483895127558	1.4532726041191508	0.2389048217557986	3.4567769707745846e-5	3.2467611578381887e-6	1.7444565201616968
0.06657836189415514	1.4532736113537332	0.23890459800889038	3.45679788591353e-5	3.2532218536003583e-6	1.7445523158787362
0.06658488121733766	1.4532722699824239	0.23890474932315314	3.461660497611614e-5	3.263068319613203e-6	1.7442391340464394
0.06658108962525798	1.453271659170965	0.23890480124136237	3.4650563527972924e-5	3.2418600933468585e-6	1.7441034892937803
0.06658414403126381	1.4532721910264428	0.23890487592227302	3.4734495219143216e-5	3.1916010559001747e-6	1.7445215975257586
0.0665841426443102	1.4532719967899497	0.23890481253585039	3.4734479171047665e-5	3.1916047763126276e-6	1.744521338521067
0.06658022613621006	1.4532715340424769	0.2389048880095143	3.470268788527218e-5	3.168547451824986e-6	1.744152769801796
0.06659048476360395	1.453271617996596	0.23890488250685415	3.481554309809153e-5	3.143356283636669e-6	1.7433126145801288
0.06658717462776935	1.4532758453773638	0.23890415421714253	3.48249743490873e-5	3.1541093290445555e-6	1.7432371604447032
0.0665871113058192	1.4532785394326406	0.238903791792291	3.482501429130355e-5	3.153567418357164e-6	1.7432354866080728
0.06660885764810706	1.4532757516102637	0.23890415148987626	3.481922723422579e-5	3.1307092250683524e-6	1.74312703696161
0.06660336482231706	1.4532718319727858	0.2389048248861196	3.484588456212961e-5	3.1559963929925655e-6	1.7433262892960624
0.06660979343849296	1.4532722985010202	0.23890469188900992	3.484937907861203e-5	3.158800409389842e-6	1.743532909298869
0.06660929594936225	1.453275083612682	0.23890422836367597	3.4791274402315567e-5	3.1762308519569393e-6	1.7433744235507413
0.0665998527631967	1.4532756809642449	0.23890417781970158	3.4772793998489155e-5	3.179814940479133e-6	1.7433579325590043
0.06659980787095765	1.453272642822676	0.2389047067951025	3.476966575749867e-5	3.186643222632949e-6	1.7431857241869635
0.06658851494822374	1.4532709142461213	0.23890503808108002	3.479434107146028e-5	3.1589643954996582e-6	1.7438474570595792
0.06658779587516626	1.4532701369860646	0.23890520393791354	3.479214874128221e-5	3.1461115945019896e-6	1.743727879612429
0.0665960664112879	1.453271226862683	0.23890496174725692	3.48069444211152e-5	3.1356933942469875e-6	1.7432313450593353
0.06659095948950462	1.4532709371418338	0.23890499486418276	3.480460080247418e-5	3.1141640779921523e-6	1.743455386723819
0.06659662800302056	1.4532710333129926	0.23890493928480883	3.4828562267958104e-5	3.0886580788035225e-6	1.743556768760421
0.06660040592368642	1.4532781760327103	0.23890389766457057	3.4804729183054074e-5	3.112626927841233e-6	1.7434777124246719
0.06659081590083067	1.453271345171896	0.23890491507245296	3.4828622527126974e-5	3.096277727422975e-6	1.7432570831579395
0.06659886839982423	1.4532707615317189	0.23890493952472575	3.4850485876369425e-5	3.11664782726712e-6	1.7432597250886683
0.06661165689462825	1.4532742370819927	0.23890452183587035	3.47988243428512e-5	3.127917839538619e-6	1.7428614250402512
0.06660765817693302	1.4532757071867493	0.23890407395404378	3.4784468081071256e-5	3.1297223018817005e-6	1.7427276860732157
0.06660843946550163	1.4532770352726725	0.2389041234596374	3.47783556977947e-5	3.130169192415612e-6	1.7427616649691258
0.06660679728883184	1.4532718040611035	0.2389047180925263	3.477448968251359e-5	3.1337435289084302e-6	1.7428501969332901
0.06660679179103393	1.4532723935406353	0.23890483894451464	3.477452601276464e-5	3.133781374757743e-6	1.7428498574236104
0.06660829071735261	1.45326902884397	0.2389052906400504	3.475431988243496e-5	3.1565267482387432e-6	1.742634963048334
0.06660829365040001	1.4532744842223262	0.23890445076557482	3.475491176350993e-5	3.156406452003702e-6	1.7426285673103337
0.06660481771129184	1.4532711151779683	0.23890488434311663	3.474194602794667e-5	3.13338256929939e-6	1.7430348918653333
0.06660715733349384	1.4532731276757742	0.23890467057597375	3.4725256904707486e-5	3.148422032298421e-6	1.743305924147729
0.06660613063426127	1.4532720442048177	0.23890484462676595	3.474226734768455e-5	3.1475830936047977e-6	1.74315607634415
0.06660516058137753	1.45327087706575	0.23890497972384866	3.470265567336196e-5	3.1564982661430423e-6	1.7431717749071993
0.06660750601280106	1.4532699771075932	0.23890521448914206	3.468836752616999e-5	3.1189327797404698e-6	1.7432226925123935
0.06661830483845704	1.4532693173381026	0.23890515878711388	3.464082439366562e-5	3.108309296651605e-6	1.7433897793026825
0.06661831433432513	1.453270053808076	0.23890528431087038	3.46408113458454e-5	3.108247214198997e-6	1.7433899865388338
0.06659844459714127	1.4532727255652986	0.2389047209940664	3.465093953614104e-5	3.117193776405327e-6	1.742869017347099
0.06659651250668411	1.4532783730896623	0.23890376957286524	3.464421283304065e-5	3.096370421922838e-6	1.7427461630894048
0.06659423651851605	1.4532761068907063	0.23890412870168276	3.459939849478986e-5	3.034204112774228e-6	1.7429195166090847
0.06659502112022124	1.4532757910914282	0.23890416783374627	3.4593842026021424e-5	3.0068417316120123e-6	1.742478181949184
0.06659901500492377	1.4532761271150487	0.23890416422066044	3.455221768727821e-5	2.97984845442471e-6	1.7421789411034911
0.06660349837689872	1.4532734540216006	0.23890461165409943	3.455883155852111e-5	2.99713317004711e-6	1.7425732504458324
0.06660174006365313	1.4532726948563524	0.2389046970705743	3.452317910757663e-5	3.001880052904261e-6	1.7428779171352282
0.06661582253078899	1.4532768520739254	0.2389040606631712	3.4546662788115424e-5	2.9597311467798386e-6	1.74286484383363
0.06661457898313579	1.4532774404240512	0.2389038759265361	3.4581374934267295e-5	2.952261804795549e-6	1.7426527738490087
